latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
40.92,-6.539,324.7,3.7,1.8,2019-08-01,1210,Terra,MODIS,74,6.0NRT,305.5,65.8,D
40.928,-6.53,321.5,3.7,1.8,2019-08-01,1210,Terra,MODIS,69,6.0NRT,304.8,42.3,D
43.096,-7.046,319.3,1.5,1.2,2019-08-01,1355,Aqua,MODIS,73,6.0NRT,298.3,21.4,D
43.097,-7.027,344.6,1.5,1.2,2019-08-01,1355,Aqua,MODIS,93,6.0NRT,299,82.8,D
42.377,-0.105,325.4,1.3,1.1,2019-08-02,1115,Terra,MODIS,77,6.0NRT,300.4,27.1,D
43.541,-5.826,314.3,1,1,2019-08-02,1115,Terra,MODIS,64,6.0NRT,298.5,8.1,D
42.348,-1.924,322.3,1.1,1,2019-08-02,1115,Terra,MODIS,62,6.0NRT,305.6,9.3,D
42.369,-0.11,337,1,1,2019-08-02,1255,Aqua,MODIS,86,6.0NRT,304.1,33.2,D
38.292,-6.352,333.2,2.5,1.5,2019-08-02,1255,Aqua,MODIS,56,6.0NRT,319.8,44.1,D
38.305,-6.332,348.7,2.5,1.5,2019-08-02,1255,Aqua,MODIS,92,6.0NRT,315.9,147.5,D
38.299,-6.359,331.8,2.5,1.5,2019-08-02,1255,Aqua,MODIS,61,6.0NRT,318.3,40.5,D
38.298,-6.325,340.4,2.5,1.5,2019-08-02,1255,Aqua,MODIS,83,6.0NRT,318.8,85.8,D
43.526,-5.733,317.5,1.7,1.3,2019-08-02,1300,Aqua,MODIS,36,6.0NRT,299,19.3,D
37.832,-3.511,338.2,1,1,2019-08-02,2220,Terra,MODIS,100,6.0NRT,297.3,40,N
43.528,-5.732,301,1,1,2019-08-02,2225,Terra,MODIS,37,6.0NRT,290,4.8,N
40.379,-3.977,310.2,1.3,1.1,2019-08-03,0235,Aqua,MODIS,79,6.0NRT,288.5,16.3,N
40.38,-3.982,314,1.3,1.1,2019-08-03,0235,Aqua,MODIS,88,6.0NRT,288.5,20.4,N
41.961,-7.559,312.5,2.4,1.5,2019-08-03,2305,Terra,MODIS,85,6.0NRT,288.3,44.4,N
41.952,-7.582,304,2.4,1.5,2019-08-03,2305,Terra,MODIS,58,6.0NRT,287.7,25.9,N
41.954,-7.552,306.8,2.4,1.5,2019-08-03,2305,Terra,MODIS,69,6.0NRT,288.5,31.4,N
38.853,-6.576,333.8,1.3,1.1,2019-08-04,1105,Terra,MODIS,62,6.0NRT,310.7,27.7,D
38.851,-6.561,329.2,1.3,1.1,2019-08-04,1105,Terra,MODIS,22,6.0NRT,309,18.2,D
40.83,-3.818,395.4,2.3,1.5,2019-08-04,1245,Aqua,MODIS,100,6.0NRT,316.2,741.3,D
40.846,-3.816,336.5,2.3,1.5,2019-08-04,1245,Aqua,MODIS,83,6.0NRT,299.7,103.3,D
40.828,-3.837,404.1,2.3,1.5,2019-08-04,1245,Aqua,MODIS,100,6.0NRT,316.6,923.2,D
40.833,-3.813,411.3,2.3,1.5,2019-08-04,1245,Aqua,MODIS,100,6.0NRT,314.7,1082.3,D
39.523,-5.434,323.3,3.1,1.7,2019-08-04,1245,Aqua,MODIS,45,6.0NRT,305.3,59.9,D
39.532,-5.401,328.1,3.1,1.7,2019-08-04,1245,Aqua,MODIS,68,6.0NRT,307.7,92.3,D
39.525,-5.428,328.1,3.1,1.7,2019-08-04,1245,Aqua,MODIS,69,6.0NRT,305.5,89.4,D
39.533,-5.395,323.6,3.1,1.7,2019-08-04,1245,Aqua,MODIS,51,6.0NRT,307.7,65.7,D
40.837,-3.85,347.5,2.3,1.5,2019-08-04,1245,Aqua,MODIS,92,6.0NRT,301.7,169.2,D
40.843,-3.822,392.9,2.3,1.5,2019-08-04,1245,Aqua,MODIS,100,6.0NRT,304.8,695.8,D
40.825,-3.843,349.9,2.3,1.5,2019-08-04,1245,Aqua,MODIS,94,6.0NRT,309.9,184.9,D
40.84,-3.843,338.7,2.3,1.5,2019-08-04,1245,Aqua,MODIS,85,6.0NRT,299.4,116.5,D
40.885,-3.952,382.9,1,1,2019-08-04,2210,Terra,MODIS,100,6.0NRT,300.8,173.7,N
40.901,-3.969,311.8,1,1,2019-08-04,2210,Terra,MODIS,83,6.0NRT,290.7,11.8,N
40.89,-3.979,330.3,1,1,2019-08-04,2210,Terra,MODIS,100,6.0NRT,293.2,30.5,N
40.892,-3.966,356.5,1,1,2019-08-04,2210,Terra,MODIS,100,6.0NRT,298.3,81,N
40.894,-3.954,310.8,1,1,2019-08-04,2210,Terra,MODIS,81,6.0NRT,292,10.9,N
40.881,-3.976,301.7,1,1,2019-08-04,2210,Terra,MODIS,37,6.0NRT,290.6,4.8,N
40.883,-3.964,381.8,1,1,2019-08-04,2210,Terra,MODIS,100,6.0NRT,300.5,168.9,N
40.887,-3.94,345.3,1,1,2019-08-04,2210,Terra,MODIS,100,6.0NRT,291.5,56,N
40.852,-3.813,301.3,1,1,2019-08-04,2210,Terra,MODIS,28,6.0NRT,289.8,4.5,N
40.841,-3.822,304.1,1,1,2019-08-04,2210,Terra,MODIS,58,6.0NRT,290.4,6.3,N
40.844,-3.815,304.4,1,1,2019-08-05,0220,Aqua,MODIS,60,6.0NRT,286.7,7.6,N
40.895,-3.968,323,1,1,2019-08-05,0220,Aqua,MODIS,100,6.0NRT,290.3,22.3,N
40.884,-3.959,316.8,1,1,2019-08-05,0220,Aqua,MODIS,94,6.0NRT,287.6,16.5,N
40.893,-3.957,313.5,1,1,2019-08-05,0220,Aqua,MODIS,87,6.0NRT,290.1,13.7,N
40.892,-3.945,306.6,1,1,2019-08-05,0220,Aqua,MODIS,66,6.0NRT,287.3,9,N
40.904,-3.966,310.5,1,1,2019-08-05,0220,Aqua,MODIS,59,6.0NRT,288.3,11.2,N
40.842,-3.803,309,1,1,2019-08-05,0220,Aqua,MODIS,76,6.0NRT,289.5,10.5,N
40.893,-3.946,321.2,2.3,1.5,2019-08-05,1145,Terra,MODIS,49,6.0NRT,306.8,38.3,D
40.886,-3.946,342.5,1.1,1,2019-08-05,1325,Aqua,MODIS,84,6.0NRT,314,37.3,D
40.885,-3.958,337,1.1,1,2019-08-05,1325,Aqua,MODIS,65,6.0NRT,321.5,27.8,D
40.837,-3.82,332.6,1.1,1,2019-08-05,1325,Aqua,MODIS,47,6.0NRT,320,18.9,D
38.046,-6.298,308,1.7,1.3,2019-08-05,2250,Terra,MODIS,73,6.0NRT,294.2,16.3,N
38.048,-6.28,311,1.7,1.3,2019-08-05,2250,Terra,MODIS,81,6.0NRT,294.5,20.8,N
41.663,-1.711,318.3,2.5,1.5,2019-08-06,1235,Aqua,MODIS,0,6.0NRT,285.1,43,D
39.789,-0.194,328.1,1,1,2019-08-09,1300,Aqua,MODIS,59,6.0NRT,313,7.6,D
39.981,-0.086,328.7,1,1,2019-08-09,1300,Aqua,MODIS,47,6.0NRT,312.4,8.3,D
39.983,-0.075,338,1,1,2019-08-09,1300,Aqua,MODIS,83,6.0NRT,312.5,20.8,D
28.023,-15.631,381.3,1.7,1.3,2019-08-10,1210,Terra,MODIS,100,6.0NRT,311.2,310.5,D
28.02,-15.616,339.1,1.7,1.3,2019-08-10,1210,Terra,MODIS,87,6.0NRT,304.4,64.7,D
28.019,-15.643,323.8,2.9,1.6,2019-08-10,1345,Aqua,MODIS,70,6.0NRT,304,52.4,D
28.018,-15.637,324.3,2.9,1.6,2019-08-10,1345,Aqua,MODIS,58,6.0NRT,303.5,51,D
28.012,-15.624,356.8,1,1,2019-08-10,2310,Terra,MODIS,100,6.0NRT,298.9,81,N
28.014,-15.613,334.4,1,1,2019-08-10,2310,Terra,MODIS,100,6.0NRT,296,36,N
28.03,-15.627,317.6,1,1,2019-08-10,2310,Terra,MODIS,94,6.0NRT,292.1,16.2,N
28.021,-15.625,391.8,1,1,2019-08-10,2310,Terra,MODIS,100,6.0NRT,304.8,217.4,N
28.02,-15.636,325.4,1,1,2019-08-10,2310,Terra,MODIS,100,6.0NRT,295,23.2,N
28.023,-15.614,337.9,1,1,2019-08-10,2310,Terra,MODIS,100,6.0NRT,293.2,41.8,N
28.014,-15.616,314.9,2.7,1.6,2019-08-11,0325,Aqua,MODIS,86,6.0NRT,294.2,57.8,N
28.033,-15.637,333.1,2.7,1.6,2019-08-11,0325,Aqua,MODIS,100,6.0NRT,294,141.9,N
28.004,-15.611,305.6,2.7,1.6,2019-08-11,0325,Aqua,MODIS,20,6.0NRT,293,28.3,N
28.019,-15.612,310.4,2.7,1.6,2019-08-11,0325,Aqua,MODIS,42,6.0NRT,292.6,41.4,N
28.024,-15.636,319.2,2.7,1.6,2019-08-11,0325,Aqua,MODIS,98,6.0NRT,293.3,70.8,N
28.038,-15.632,330.8,2.7,1.6,2019-08-11,0325,Aqua,MODIS,100,6.0NRT,294,130.3,N
28.028,-15.614,314.9,2.7,1.6,2019-08-11,0325,Aqua,MODIS,87,6.0NRT,291.8,58.2,N
43.539,-5.83,313.1,1.1,1.1,2019-08-11,1110,Terra,MODIS,57,6.0NRT,297.8,9.5,D
28.03,-15.631,332.2,2.7,1.6,2019-08-11,1115,Terra,MODIS,81,6.0NRT,309.3,95.1,D
28.034,-15.623,335.5,2.7,1.6,2019-08-11,1115,Terra,MODIS,87,6.0NRT,308,118.7,D
36.122,-5.462,306.3,1.1,1.1,2019-08-11,2215,Terra,MODIS,43,6.0NRT,294.7,6.8,N
27.999,-15.649,328.6,3.2,1.7,2019-08-11,2350,Terra,MODIS,100,6.0NRT,294.4,151.4,N
28.014,-15.653,330.1,3.2,1.7,2019-08-11,2350,Terra,MODIS,100,6.0NRT,293.1,162.9,N
28.016,-15.626,339.3,3.3,1.7,2019-08-11,2350,Terra,MODIS,100,6.0NRT,291.5,241.9,N
28.001,-15.62,356.5,3.3,1.7,2019-08-11,2350,Terra,MODIS,100,6.0NRT,294.4,434.8,N
28.002,-15.643,355.9,3.2,1.7,2019-08-11,2350,Terra,MODIS,100,6.0NRT,296.2,419.9,N
28.004,-15.615,356.7,3.3,1.7,2019-08-11,2350,Terra,MODIS,100,6.0NRT,293.6,437.8,N
28.001,-15.634,308.5,1.6,1.3,2019-08-12,0230,Aqua,MODIS,57,6.0NRT,292.9,17.2,N
28.036,-15.654,310.4,1.6,1.3,2019-08-12,0230,Aqua,MODIS,71,6.0NRT,290.5,21.3,N
28.012,-15.641,323,1.6,1.3,2019-08-12,0230,Aqua,MODIS,77,6.0NRT,294,40.2,N
28.01,-15.624,337.8,1.6,1.3,2019-08-12,0230,Aqua,MODIS,100,6.0NRT,295.4,81,N
27.999,-15.615,305.1,1.6,1.3,2019-08-12,0230,Aqua,MODIS,11,6.0NRT,291.9,13.7,N
28.012,-15.631,341.9,1.6,1.3,2019-08-12,0230,Aqua,MODIS,100,6.0NRT,296,94.6,N
40.999,-6.638,394.6,1,1,2019-08-12,1335,Aqua,MODIS,100,6.0NRT,313.6,209.4,D
41.033,-6.658,380.5,1,1,2019-08-12,1335,Aqua,MODIS,100,6.0NRT,315.3,142.1,D
41.024,-6.656,348.4,1,1,2019-08-12,1335,Aqua,MODIS,93,6.0NRT,310.2,44.5,D
41.01,-6.628,350.6,1,1,2019-08-12,1335,Aqua,MODIS,94,6.0NRT,315.9,48.2,D
41.001,-6.626,442.3,1,1,2019-08-12,1335,Aqua,MODIS,100,6.0NRT,327.9,607.8,D
27.947,-15.5,358.5,1.4,1.2,2019-08-12,2255,Terra,MODIS,100,6.0NRT,299,133.2,N
27.955,-15.515,334.7,1.4,1.2,2019-08-12,2255,Terra,MODIS,100,6.0NRT,291.7,57.4,N
27.944,-15.513,388,1.4,1.2,2019-08-12,2255,Terra,MODIS,100,6.0NRT,305.4,308,N
27.957,-15.502,305.5,1.4,1.2,2019-08-12,2255,Terra,MODIS,31,6.0NRT,291.8,10.1,N
39.01,-1.873,323.1,1,1,2019-08-13,1100,Terra,MODIS,30,6.0NRT,305.8,7.6,D
41.827,-2.523,318.8,2.2,1.4,2019-08-13,1240,Aqua,MODIS,66,6.0NRT,301.4,26.3,D
41.832,-2.497,322.3,2.2,1.4,2019-08-13,1240,Aqua,MODIS,73,6.0NRT,305,36.3,D
40.441,-4.925,341.9,4.3,1.9,2019-08-13,1415,Aqua,MODIS,90,6.0NRT,303.1,307.2,D
40.443,-4.873,316.3,4.3,1.9,2019-08-13,1415,Aqua,MODIS,53,6.0NRT,299.4,43.9,D
40.445,-4.935,332.9,4.3,1.9,2019-08-13,1415,Aqua,MODIS,83,6.0NRT,302.8,192.6,D
43.527,-5.73,305.5,1.2,1.1,2019-08-13,2205,Terra,MODIS,65,6.0NRT,278.8,11.8,N
40.446,-4.915,345.5,1.3,1.1,2019-08-13,2205,Terra,MODIS,100,6.0NRT,289,77.1,N
40.436,-4.913,302.1,1.3,1.1,2019-08-13,2205,Terra,MODIS,46,6.0NRT,287.2,9.3,N
40.439,-4.898,305.8,1.3,1.1,2019-08-13,2205,Terra,MODIS,66,6.0NRT,287.7,12.5,N
40.443,-4.93,350.1,1.3,1.1,2019-08-13,2205,Terra,MODIS,100,6.0NRT,289.2,90.9,N
40.446,-4.919,319.1,1,1,2019-08-14,0215,Aqua,MODIS,98,6.0NRT,286.6,21.1,N
43.541,-5.833,306.5,1.1,1.1,2019-08-14,0215,Aqua,MODIS,68,6.0NRT,285.7,11.2,N
40.445,-4.907,309.8,1,1,2019-08-14,0215,Aqua,MODIS,78,6.0NRT,286.6,12.8,N
43.54,-5.819,301.1,1.1,1.1,2019-08-14,0215,Aqua,MODIS,38,6.0NRT,285.5,7.5,N
43.525,-5.727,314.1,1.3,1.1,2019-08-14,1140,Terra,MODIS,30,6.0NRT,296.2,9.9,D
40.644,-6.241,328,1.4,1.2,2019-08-14,1140,Terra,MODIS,69,6.0NRT,312.6,18.8,D
37.346,-5.702,345.5,1.1,1.1,2019-08-14,1320,Aqua,MODIS,88,6.0NRT,321.1,30.2,D
40.222,-6.538,312.4,1.4,1.2,2019-08-14,2245,Terra,MODIS,85,6.0NRT,295,15.1,N
40.226,-6.545,307.4,1.4,1.2,2019-08-14,2245,Terra,MODIS,71,6.0NRT,294.8,10,N
41.905,2.791,344.3,1,1,2019-08-15,1045,Terra,MODIS,92,6.0NRT,300.6,38.8,D
39.745,-0.236,324,1.1,1,2019-08-15,1045,Terra,MODIS,64,6.0NRT,303.3,10.7,D
39.755,-0.234,321.8,1.1,1,2019-08-15,1045,Terra,MODIS,55,6.0NRT,303.3,8.1,D
41.904,2.803,333.1,1,1,2019-08-15,1045,Terra,MODIS,84,6.0NRT,301.3,21.5,D
37.316,-6.115,336.8,2.1,1.4,2019-08-15,1405,Aqua,MODIS,80,6.0NRT,313.4,50.3,D
40.797,-4.208,327.3,1.3,1.1,2019-08-16,1130,Terra,MODIS,48,6.0NRT,311.3,13.5,D
28.46,-17.848,313.4,1.9,1.3,2019-08-16,1135,Terra,MODIS,58,6.0NRT,302.8,26.1,D
43.54,-5.831,311.5,1.2,1.1,2019-08-16,1310,Aqua,MODIS,49,6.0NRT,299.2,7.1,D
40.504,-6.346,361.2,1.5,1.2,2019-08-17,1350,Aqua,MODIS,100,6.0NRT,314.3,132.5,D
40.506,-6.371,349.6,1.5,1.2,2019-08-17,1350,Aqua,MODIS,93,6.0NRT,317.4,79,D
40.508,-6.354,387.3,1.5,1.2,2019-08-17,1350,Aqua,MODIS,100,6.0NRT,319.3,306.1,D
40.503,-6.364,377.3,1.5,1.2,2019-08-17,1350,Aqua,MODIS,100,6.0NRT,320.7,223.4,D
28.027,-15.597,332.1,1,1,2019-08-17,2315,Terra,MODIS,100,6.0NRT,298.3,29.4,N
28.028,-15.587,363.2,1,1,2019-08-17,2315,Terra,MODIS,100,6.0NRT,302.8,93.7,N
28.018,-15.596,317.9,1,1,2019-08-17,2315,Terra,MODIS,95,6.0NRT,294.8,13.8,N
28.033,-15.619,309.7,1,1,2019-08-17,2315,Terra,MODIS,67,6.0NRT,294.2,6.9,N
28.034,-15.609,355.3,1,1,2019-08-17,2315,Terra,MODIS,100,6.0NRT,298.5,72.4,N
28.036,-15.599,323,1,1,2019-08-17,2315,Terra,MODIS,100,6.0NRT,295.7,18.3,N
28.037,-15.589,344.5,1,1,2019-08-17,2315,Terra,MODIS,100,6.0NRT,296.3,49.7,N
40.231,-5.332,317.9,2,1.4,2019-08-18,0150,Aqua,MODIS,96,6.0NRT,293.8,45.5,N
40.221,-5.328,364.7,2,1.4,2019-08-18,0150,Aqua,MODIS,100,6.0NRT,298.3,281.7,N
40.219,-5.304,341.2,2,1.4,2019-08-18,0150,Aqua,MODIS,100,6.0NRT,293.5,128.1,N
40.229,-5.305,325.8,2,1.4,2019-08-18,0150,Aqua,MODIS,100,6.0NRT,291.9,67.7,N
40.218,-5.335,345.7,2,1.4,2019-08-18,0150,Aqua,MODIS,100,6.0NRT,295.5,151.8,N
40.216,-5.309,344.1,2,1.4,2019-08-18,0150,Aqua,MODIS,100,6.0NRT,295,142.6,N
28.029,-15.59,321,3.5,1.8,2019-08-18,0335,Aqua,MODIS,100,6.0NRT,292.4,107.1,N
28.019,-15.548,306.6,3.5,1.8,2019-08-18,0335,Aqua,MODIS,25,6.0NRT,290.9,36.3,N
28.014,-15.596,316.6,3.5,1.8,2019-08-18,0335,Aqua,MODIS,91,6.0NRT,292.7,79.5,N
28.005,-15.556,306.5,3.5,1.8,2019-08-18,0335,Aqua,MODIS,25,6.0NRT,290.1,34.8,N
37.274,-5.944,328.2,1,1,2019-08-18,1115,Terra,MODIS,63,6.0NRT,309.7,10.7,D
28.044,-15.64,385.2,2.1,1.4,2019-08-18,1120,Terra,MODIS,100,6.0NRT,313.5,482.9,D
36.684,-4.486,331.5,1.1,1,2019-08-18,1120,Terra,MODIS,75,6.0NRT,309.7,16.2,D
36.682,-4.474,323.5,1.1,1,2019-08-18,1120,Terra,MODIS,47,6.0NRT,308.4,5.6,D
28.046,-15.664,346.7,2.1,1.4,2019-08-18,1120,Terra,MODIS,94,6.0NRT,306.7,124.4,D
28.027,-15.596,343,2.1,1.4,2019-08-18,1120,Terra,MODIS,92,6.0NRT,311.9,91.9,D
28.042,-15.617,371.7,2.1,1.4,2019-08-18,1120,Terra,MODIS,100,6.0NRT,312.6,315.9,D
28.04,-15.597,358.5,2.1,1.4,2019-08-18,1120,Terra,MODIS,99,6.0NRT,311.7,195.8,D
28.031,-15.641,326.7,2.1,1.4,2019-08-18,1120,Terra,MODIS,37,6.0NRT,307.5,28,D
28.012,-15.584,331.1,2.1,1.4,2019-08-18,1120,Terra,MODIS,77,6.0NRT,309.1,38.5,D
28.025,-15.583,357.9,2.1,1.4,2019-08-18,1120,Terra,MODIS,99,6.0NRT,312.2,187.5,D
28.029,-15.624,331.8,2.1,1.4,2019-08-18,1120,Terra,MODIS,55,6.0NRT,309.6,41.6,D
28.013,-15.578,327.5,2.1,1.4,2019-08-18,1120,Terra,MODIS,77,6.0NRT,308.8,24.6,D
28.029,-15.616,331.6,2.1,1.4,2019-08-18,1120,Terra,MODIS,79,6.0NRT,310.3,41,D
28.014,-15.596,332,2.1,1.4,2019-08-18,1120,Terra,MODIS,84,6.0NRT,309.7,40.8,D
28.025,-15.577,356,2.1,1.4,2019-08-18,1120,Terra,MODIS,98,6.0NRT,311.2,174.2,D
40.21,-5.315,322.9,1.9,1.4,2019-08-18,1255,Aqua,MODIS,69,6.0NRT,306.3,29,D
28.045,-15.627,385,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,318.9,215.8,D
28.046,-15.615,351.6,1.3,1.1,2019-08-18,1430,Aqua,MODIS,96,6.0NRT,312.9,64,D
28.027,-15.689,403.9,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,313.2,363.1,D
28.029,-15.676,371.1,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,312,140.2,D
28.03,-15.663,363.7,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,315.7,103.6,D
28.032,-15.651,342.8,1.3,1.1,2019-08-18,1430,Aqua,MODIS,91,6.0NRT,315.5,35.6,D
28.033,-15.638,335.1,1.3,1.1,2019-08-18,1430,Aqua,MODIS,76,6.0NRT,317.4,17.9,D
28.035,-15.627,342.2,1.3,1.1,2019-08-18,1430,Aqua,MODIS,91,6.0NRT,316.5,34.8,D
28.036,-15.614,345.7,1.3,1.1,2019-08-18,1430,Aqua,MODIS,92,6.0NRT,315.4,44.6,D
28.038,-15.6,370.2,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,314.1,139.9,D
28.039,-15.587,345.2,1.3,1.1,2019-08-18,1430,Aqua,MODIS,93,6.0NRT,308.8,50.4,D
28.017,-15.687,338,1.3,1.1,2019-08-18,1430,Aqua,MODIS,89,6.0NRT,312.5,31.8,D
28.028,-15.599,334.3,1.3,1.1,2019-08-18,1430,Aqua,MODIS,46,6.0NRT,312.3,22.4,D
28.029,-15.586,345.6,1.3,1.1,2019-08-18,1430,Aqua,MODIS,93,6.0NRT,308.9,51.3,D
28.019,-15.585,338.7,1.3,1.1,2019-08-18,1430,Aqua,MODIS,89,6.0NRT,304.7,34.4,D
28.042,-15.652,365.3,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,316,110.9,D
28.04,-15.664,411.3,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,321.7,429.6,D
28.043,-15.64,367.4,1.3,1.1,2019-08-18,1430,Aqua,MODIS,100,6.0NRT,317.4,120,D
28.05,-15.665,336,1.3,1.1,2019-08-18,1430,Aqua,MODIS,71,6.0NRT,313.6,22.8,D
28.039,-15.677,358.7,1.3,1.1,2019-08-18,1430,Aqua,MODIS,99,6.0NRT,310.6,88.7,D
37.663,-6.881,313,1.1,1,2019-08-18,2220,Terra,MODIS,86,6.0NRT,295.3,11.2,N
37.656,-6.886,305.3,1.1,1,2019-08-18,2220,Terra,MODIS,64,6.0NRT,295.3,5.2,N
28.022,-15.655,322.4,4.2,1.9,2019-08-18,2355,Terra,MODIS,100,6.0NRT,296.4,131.1,N
28.06,-15.66,315.7,4.2,1.9,2019-08-18,2355,Terra,MODIS,89,6.0NRT,296.1,91.6,N
28.062,-15.618,338.6,4.2,1.9,2019-08-18,2355,Terra,MODIS,100,6.0NRT,294.8,312.8,N
28.038,-15.731,312.1,4.1,1.9,2019-08-18,2355,Terra,MODIS,36,6.0NRT,296,63.1,N
28.04,-15.699,340.9,4.1,1.9,2019-08-18,2355,Terra,MODIS,100,6.0NRT,299.8,331.3,N
28.043,-15.66,307.3,4.2,1.9,2019-08-18,2355,Terra,MODIS,40,6.0NRT,295,44,N
28.021,-15.737,312.6,4.1,1.9,2019-08-18,2355,Terra,MODIS,18,6.0NRT,297.5,63.1,N
28.026,-15.661,317.4,4.2,1.9,2019-08-18,2355,Terra,MODIS,57,6.0NRT,295.9,94.2,N
28.053,-15.697,315.2,4.1,1.9,2019-08-18,2355,Terra,MODIS,87,6.0NRT,296.8,85.1,N
28.056,-15.655,324,4.2,1.9,2019-08-18,2355,Terra,MODIS,100,6.0NRT,296.1,154.2,N
28.059,-15.612,335.7,4.2,1.9,2019-08-18,2355,Terra,MODIS,100,6.0NRT,295,279.9,N
28.034,-15.728,318.3,4.1,1.9,2019-08-18,2355,Terra,MODIS,96,6.0NRT,297.2,100.6,N
28.036,-15.694,336.3,4.1,1.9,2019-08-18,2355,Terra,MODIS,100,6.0NRT,299.5,267.1,N
28.017,-15.732,314.2,4.1,1.9,2019-08-18,2355,Terra,MODIS,45,6.0NRT,297.7,72.6,N
28.019,-15.694,318.8,4.1,1.9,2019-08-18,2355,Terra,MODIS,76,6.0NRT,297.7,100.1,N
28.003,-15.687,315,4.1,1.9,2019-08-18,2355,Terra,MODIS,58,6.0NRT,298.5,78.8,N
28.005,-15.647,317.8,4.2,1.9,2019-08-18,2355,Terra,MODIS,94,6.0NRT,298.2,102.2,N
27.99,-15.61,315.3,4.2,1.9,2019-08-18,2355,Terra,MODIS,88,6.0NRT,295.3,93.6,N
28.002,-15.64,317.9,4.2,1.9,2019-08-18,2355,Terra,MODIS,92,6.0NRT,297.6,102.8,N
28.004,-15.605,314.2,4.2,1.9,2019-08-18,2355,Terra,MODIS,76,6.0NRT,294,82.9,N
28.049,-15.593,314.8,1.3,1.1,2019-08-19,0240,Aqua,MODIS,27,6.0NRT,293.6,15.7,N
28.054,-15.612,309,1.3,1.1,2019-08-19,0240,Aqua,MODIS,3,6.0NRT,294.5,9.1,N
28.055,-15.709,307.3,1.3,1.1,2019-08-19,0240,Aqua,MODIS,29,6.0NRT,297.2,7,N
